districtid,weekid,dose1,dose2 
SK_South Sikkim,7,3293,522
SK_South Sikkim,8,6416,603
SK_South Sikkim,9,1682,237
SK_South Sikkim,10,439,384
SK_South Sikkim,11,2195,-79
SK_South Sikkim,12,13086,530
SK_South Sikkim,13,5815,2209
SK_South Sikkim,14,2124,4820
SK_South Sikkim,15,1310,3705
SK_South Sikkim,16,261,629
SK_South Sikkim,17,242,864
SK_South Sikkim,18,758,5
SK_South Sikkim,19,270,5
SK_South Sikkim,20,75,6
SK_South Sikkim,21,13409,26
SK_South Sikkim,22,28507,16
SK_South Sikkim,23,10921,926
SK_South Sikkim,24,10974,9565
SK_South Sikkim,25,3476,7086
SK_South Sikkim,26,4217,1915
SK_South Sikkim,27,2222,1097
SK_South Sikkim,28,890,345
SK_South Sikkim,29,837,371
SK_South Sikkim,30,528,618
SK_West Sikkim,1,114,0
SK_West Sikkim,2,80,0
SK_West Sikkim,3,521,0
SK_West Sikkim,4,695,0
SK_West Sikkim,5,1406,25
SK_West Sikkim,6,1213,111
SK_West Sikkim,7,1329,533
SK_West Sikkim,8,2080,675
SK_West Sikkim,9,3871,916
SK_West Sikkim,10,2006,736
SK_West Sikkim,11,-134,-452
SK_West Sikkim,12,5044,678
SK_West Sikkim,13,10533,559
SK_West Sikkim,14,3583,1798
SK_West Sikkim,15,1891,2496
SK_West Sikkim,16,531,3210
SK_West Sikkim,17,62,434
SK_West Sikkim,18,254,7
SK_West Sikkim,19,127,1
SK_West Sikkim,20,0,0
SK_West Sikkim,21,7137,0
SK_West Sikkim,22,19291,17
SK_West Sikkim,23,19393,348
SK_West Sikkim,24,11316,3608
SK_West Sikkim,25,2704,7175
SK_West Sikkim,26,2607,4503
SK_West Sikkim,27,497,1676
SK_West Sikkim,28,193,560
SK_West Sikkim,29,702,494
SK_West Sikkim,30,871,1611
TG_Adilabad,1,1270,0
TG_Adilabad,2,468,0
TG_Adilabad,3,337,0
TG_Adilabad,4,1702,57
TG_Adilabad,5,1511,1606
TG_Adilabad,6,200,319
TG_Adilabad,7,597,284
TG_Adilabad,8,994,1027
TG_Adilabad,9,1654,288
TG_Adilabad,10,2214,107
TG_Adilabad,11,3990,20
TG_Adilabad,12,7525,609
TG_Adilabad,13,11030,1065
TG_Adilabad,14,8071,1226
TG_Adilabad,15,6319,1335
TG_Adilabad,16,1924,2647
TG_Adilabad,17,414,2630
TG_Adilabad,18,-1,0
TG_Adilabad,19,1293,2043
TG_Adilabad,20,1620,787
TG_Adilabad,21,5861,390
TG_Adilabad,22,7243,324
TG_Adilabad,23,6505,599
TG_Adilabad,24,9950,1608
TG_Adilabad,25,5390,1209
TG_Adilabad,26,6451,1817
TG_Adilabad,27,3310,4402
TG_Adilabad,28,141,4006
TG_Adilabad,29,2070,2727
TG_Adilabad,30,2713,1309
TG_Bhadradri Kothagudem,1,971,0
TG_Bhadradri Kothagudem,2,2593,0
TG_Bhadradri Kothagudem,3,1469,0
TG_Bhadradri Kothagudem,4,3990,113
TG_Bhadradri Kothagudem,5,4137,5667
TG_Bhadradri Kothagudem,6,626,1834
TG_Bhadradri Kothagudem,7,1558,1379
TG_Bhadradri Kothagudem,8,1801,3156
TG_Bhadradri Kothagudem,9,1805,187
TG_Bhadradri Kothagudem,10,4458,115
TG_Bhadradri Kothagudem,11,6947,937
TG_Bhadradri Kothagudem,12,12820,1270
TG_Bhadradri Kothagudem,13,19989,1111
TG_Bhadradri Kothagudem,14,20048,3092
TG_Bhadradri Kothagudem,15,20093,2680
TG_Bhadradri Kothagudem,16,8304,5481
TG_Bhadradri Kothagudem,17,3126,7424
TG_Bhadradri Kothagudem,18,-42,0
TG_Bhadradri Kothagudem,19,4690,6600
TG_Bhadradri Kothagudem,20,2885,1122
TG_Bhadradri Kothagudem,21,12091,620
TG_Bhadradri Kothagudem,22,27462,369
TG_Bhadradri Kothagudem,23,28229,535
TG_Bhadradri Kothagudem,24,24728,2268
TG_Bhadradri Kothagudem,25,4407,2078
TG_Bhadradri Kothagudem,26,5268,4504
TG_Bhadradri Kothagudem,27,7076,13051
TG_Bhadradri Kothagudem,28,12087,9524
TG_Bhadradri Kothagudem,29,12673,3832
TG_Bhadradri Kothagudem,30,15164,1962
TG_Hyderabad,1,4454,0
TG_Hyderabad,2,20970,0
TG_Hyderabad,3,14352,0
TG_Hyderabad,4,12315,175
TG_Hyderabad,5,3653,4268
TG_Hyderabad,6,1735,16929
TG_Hyderabad,7,21683,10821
TG_Hyderabad,8,30598,9024
TG_Hyderabad,9,31017,1151
TG_Hyderabad,10,32287,1227
TG_Hyderabad,11,118603,5800
TG_Hyderabad,12,89502,17996
TG_Hyderabad,13,79428,22580
TG_Hyderabad,14,69010,37289
TG_Hyderabad,15,74812,36596
TG_Hyderabad,16,36249,25869
TG_Hyderabad,17,23654,51795
TG_Hyderabad,18,4710,7267
TG_Hyderabad,19,63541,20413
TG_Hyderabad,20,263852,6130
TG_Hyderabad,21,382941,8492
TG_Hyderabad,22,320805,12115
TG_Hyderabad,23,271487,24231
TG_Hyderabad,24,230385,61943
TG_Hyderabad,25,113102,74086
TG_Hyderabad,26,71700,104248
TG_Hyderabad,27,41569,97797
TG_Hyderabad,28,21385,108211
TG_Hyderabad,29,21155,83508
TG_Hyderabad,30,87938,56348
TG_Jagtial,1,408,0
TG_Jagtial,2,1278,0
TG_Jagtial,3,1230,0
TG_Jagtial,4,1315,35
TG_Jagtial,5,2340,2655
TG_Jagtial,6,4,1045
TG_Jagtial,7,1243,949
TG_Jagtial,8,1374,1007
TG_Jagtial,9,1845,110
TG_Jagtial,10,3173,16
TG_Jagtial,11,4801,405
TG_Jagtial,12,14061,983
TG_Jagtial,13,26359,1086
TG_Jagtial,14,33997,2034
TG_Jagtial,15,26730,2196
TG_Jagtial,16,3315,5957
TG_Jagtial,17,322,5676
TG_Jagtial,18,-4,0
TG_Jagtial,19,2617,7766
TG_Jagtial,20,2034,681
TG_Jagtial,21,17714,135
TG_Jagtial,22,14941,231
TG_Jagtial,23,15463,459
TG_Jagtial,24,17243,1127
TG_Jagtial,25,3191,5286
TG_Jagtial,26,6125,5519
TG_Jagtial,27,0,18727
TG_Jagtial,28,20,15218
TG_Jagtial,29,-662,8929
TG_Jagtial,30,9403,5132
TG_Jangaon,1,241,0
TG_Jangaon,2,494,0
TG_Jangaon,3,112,0
TG_Jangaon,4,287,35
TG_Jangaon,5,1437,1724
TG_Jangaon,6,175,197
TG_Jangaon,7,700,88
TG_Jangaon,8,1025,166
TG_Jangaon,9,1531,13
TG_Jangaon,10,2825,117
TG_Jangaon,11,2986,379
TG_Jangaon,12,6480,763
TG_Jangaon,13,10033,1014
TG_Jangaon,14,13932,1817
TG_Jangaon,15,9762,1711
TG_Jangaon,16,3182,3537
TG_Jangaon,17,392,3512
TG_Jangaon,18,-11,0
TG_Jangaon,19,1381,3038
TG_Jangaon,20,471,747
TG_Jangaon,21,3052,283
TG_Jangaon,22,6230,212
TG_Jangaon,23,11298,393
TG_Jangaon,24,11361,905
TG_Jangaon,25,4940,2200
TG_Jangaon,26,4366,3844
TG_Jangaon,27,2514,7768
TG_Jangaon,28,-31,5282
TG_Jangaon,29,465,2535
TG_Jangaon,30,3052,1282
TG_Jayashankar Bhupalapally,1,196,0
TG_Jayashankar Bhupalapally,2,242,0
TG_Jayashankar Bhupalapally,3,93,0
TG_Jayashankar Bhupalapally,4,704,59
TG_Jayashankar Bhupalapally,5,944,1100
TG_Jayashankar Bhupalapally,6,81,136
TG_Jayashankar Bhupalapally,7,229,154
TG_Jayashankar Bhupalapally,8,496,588
TG_Jayashankar Bhupalapally,9,134,58
TG_Jayashankar Bhupalapally,10,654,79
TG_Jayashankar Bhupalapally,11,849,-44
TG_Jayashankar Bhupalapally,12,3272,96
TG_Jayashankar Bhupalapally,13,24384,85
TG_Jayashankar Bhupalapally,14,23628,474
TG_Jayashankar Bhupalapally,15,13538,318
TG_Jayashankar Bhupalapally,16,2792,1258
TG_Jayashankar Bhupalapally,17,1471,3192
TG_Jayashankar Bhupalapally,18,-2,0
TG_Jayashankar Bhupalapally,19,2678,4201
TG_Jayashankar Bhupalapally,20,2138,3310
TG_Jayashankar Bhupalapally,21,4812,1971
TG_Jayashankar Bhupalapally,22,7890,1001
TG_Jayashankar Bhupalapally,23,4733,659
TG_Jayashankar Bhupalapally,24,9270,458
TG_Jayashankar Bhupalapally,25,4102,130
TG_Jayashankar Bhupalapally,26,5884,30
TG_Jayashankar Bhupalapally,27,3300,3914
TG_Jayashankar Bhupalapally,28,6561,7188
TG_Jayashankar Bhupalapally,29,8734,7070
TG_Jayashankar Bhupalapally,30,6027,4443
TG_Jogulamba Gadwal,1,641,0
TG_Jogulamba Gadwal,2,203,0
TG_Jogulamba Gadwal,3,151,0
TG_Jogulamba Gadwal,4,1141,68
TG_Jogulamba Gadwal,5,867,1132
TG_Jogulamba Gadwal,6,110,119
TG_Jogulamba Gadwal,7,428,118
TG_Jogulamba Gadwal,8,669,852
TG_Jogulamba Gadwal,9,976,32
TG_Jogulamba Gadwal,10,1618,58
TG_Jogulamba Gadwal,11,2402,9
TG_Jogulamba Gadwal,12,10298,100
TG_Jogulamba Gadwal,13,10036,510
TG_Jogulamba Gadwal,14,8761,1199
TG_Jogulamba Gadwal,15,7996,1068
TG_Jogulamba Gadwal,16,3513,2066
TG_Jogulamba Gadwal,17,469,1892
TG_Jogulamba Gadwal,18,-27,0
TG_Jogulamba Gadwal,19,1026,569
TG_Jogulamba Gadwal,20,689,240
TG_Jogulamba Gadwal,21,5545,61
TG_Jogulamba Gadwal,22,4092,63
TG_Jogulamba Gadwal,23,3110,293
TG_Jogulamba Gadwal,24,3848,1276
TG_Jogulamba Gadwal,25,2168,2382
TG_Jogulamba Gadwal,26,3337,3641
TG_Jogulamba Gadwal,27,2237,4037
TG_Jogulamba Gadwal,28,1911,2597
TG_Jogulamba Gadwal,29,2389,1279
TG_Jogulamba Gadwal,30,1316,756
TG_Kamareddy,1,319,0
TG_Kamareddy,2,928,0
TG_Kamareddy,3,673,0
TG_Kamareddy,4,1959,159
TG_Kamareddy,5,2392,2735
TG_Kamareddy,6,592,579
TG_Kamareddy,7,1816,478
TG_Kamareddy,8,3701,1082
TG_Kamareddy,9,12099,413
TG_Kamareddy,10,11542,268
TG_Kamareddy,11,10696,628
TG_Kamareddy,12,23203,1077
TG_Kamareddy,13,29674,1785
TG_Kamareddy,14,19874,3945
TG_Kamareddy,15,16814,4511
TG_Kamareddy,16,5602,5938
TG_Kamareddy,17,1126,9358
TG_Kamareddy,18,-17,0
TG_Kamareddy,19,2406,3394
TG_Kamareddy,20,1952,1041
TG_Kamareddy,21,11270,1046
TG_Kamareddy,22,10704,1301
TG_Kamareddy,23,15526,3455
TG_Kamareddy,24,15578,6916
TG_Kamareddy,25,6036,6440
TG_Kamareddy,26,7271,6860
TG_Kamareddy,27,2377,9446
TG_Kamareddy,28,24,9992
TG_Kamareddy,29,1227,6135
TG_Kamareddy,30,5460,3889
TG_Karimnagar,1,468,0
TG_Karimnagar,2,2601,0
TG_Karimnagar,3,2195,0
TG_Karimnagar,4,3144,1
TG_Karimnagar,5,1837,1972
TG_Karimnagar,6,545,1803
TG_Karimnagar,7,2348,1780
TG_Karimnagar,8,3262,2578
TG_Karimnagar,9,4631,120
TG_Karimnagar,10,5299,122
TG_Karimnagar,11,6492,405
TG_Karimnagar,12,15636,536
TG_Karimnagar,13,27086,1697
TG_Karimnagar,14,64523,4039
TG_Karimnagar,15,43018,2590
TG_Karimnagar,16,6785,4759
TG_Karimnagar,17,1433,6837
TG_Karimnagar,18,-16,0
TG_Karimnagar,19,5086,5180
TG_Karimnagar,20,4809,1286
TG_Karimnagar,21,26599,407
TG_Karimnagar,22,24994,676
TG_Karimnagar,23,20993,1788
TG_Karimnagar,24,33288,4367
TG_Karimnagar,25,19781,1535
TG_Karimnagar,26,8513,7430
TG_Karimnagar,27,2085,19580
TG_Karimnagar,28,5249,37096
TG_Karimnagar,29,24162,38110
TG_Karimnagar,30,32258,17164
TG_Khammam,1,1098,0
TG_Khammam,2,3231,0
TG_Khammam,3,1517,0
TG_Khammam,4,2418,92
TG_Khammam,5,2524,3140
TG_Khammam,6,844,1980
TG_Khammam,7,1666,1521
TG_Khammam,8,2712,1561
TG_Khammam,9,4606,315
TG_Khammam,10,6645,558
TG_Khammam,11,10499,306
TG_Khammam,12,13175,2368
TG_Khammam,13,20669,2827
TG_Khammam,14,16671,5395
TG_Khammam,15,16440,3497
TG_Khammam,16,12173,8667
TG_Khammam,17,948,7781
TG_Khammam,18,-62,0
TG_Khammam,19,6518,7730
TG_Khammam,20,4483,829
TG_Khammam,21,34203,410
TG_Khammam,22,38401,86
TG_Khammam,23,53575,1050
TG_Khammam,24,46049,2473
TG_Khammam,25,13924,3340
TG_Khammam,26,15571,9210
TG_Khammam,27,7489,15072
TG_Khammam,28,17211,14482
TG_Khammam,29,27698,6667
TG_Khammam,30,39512,3686
TG_Komaram Bheem,1,530,0
TG_Komaram Bheem,2,440,0
TG_Komaram Bheem,3,383,0
TG_Komaram Bheem,4,666,0
TG_Komaram Bheem,5,1614,1843
TG_Komaram Bheem,6,48,229
TG_Komaram Bheem,7,238,284
TG_Komaram Bheem,8,340,380
TG_Komaram Bheem,9,358,106
TG_Komaram Bheem,10,500,16
TG_Komaram Bheem,11,1525,-3
TG_Komaram Bheem,12,5668,111
TG_Komaram Bheem,13,10662,196
TG_Komaram Bheem,14,9966,547
TG_Komaram Bheem,15,7788,586
TG_Komaram Bheem,16,1144,1731
TG_Komaram Bheem,17,12,130
TG_Komaram Bheem,18,-1,0
TG_Komaram Bheem,19,988,1913
TG_Komaram Bheem,20,806,844
TG_Komaram Bheem,21,4682,323
TG_Komaram Bheem,22,2379,112
TG_Komaram Bheem,23,3279,145
TG_Komaram Bheem,24,5346,1464
TG_Komaram Bheem,25,4266,3521
TG_Komaram Bheem,26,4146,2643
TG_Komaram Bheem,27,1757,2952
TG_Komaram Bheem,28,-22,1794
TG_Komaram Bheem,29,233,885
TG_Komaram Bheem,30,933,444
TG_Mahabubabad,1,109,0
TG_Mahabubabad,2,766,0
TG_Mahabubabad,3,272,0
TG_Mahabubabad,4,2426,99
TG_Mahabubabad,5,3206,3716
TG_Mahabubabad,6,205,239
TG_Mahabubabad,7,780,228
TG_Mahabubabad,8,905,1700
TG_Mahabubabad,9,1279,58
TG_Mahabubabad,10,2196,86
TG_Mahabubabad,11,3118,412
TG_Mahabubabad,12,8398,780
TG_Mahabubabad,13,25996,724
TG_Mahabubabad,14,22136,1847
TG_Mahabubabad,15,14253,1350
TG_Mahabubabad,16,3945,3873
TG_Mahabubabad,17,1064,7555
TG_Mahabubabad,18,-10,0
TG_Mahabubabad,19,1825,4110
TG_Mahabubabad,20,1273,2485
TG_Mahabubabad,21,3583,764
TG_Mahabubabad,22,11552,76
TG_Mahabubabad,23,25112,322
TG_Mahabubabad,24,28948,766
TG_Mahabubabad,25,9051,3049
TG_Mahabubabad,26,7326,5698
TG_Mahabubabad,27,2832,11377
TG_Mahabubabad,28,39,8185
TG_Mahabubabad,29,1261,3913
TG_Mahabubabad,30,3086,2640
TG_Mahabubnagar,1,794,0
TG_Mahabubnagar,2,1959,0
TG_Mahabubnagar,3,933,0
TG_Mahabubnagar,4,1773,108
TG_Mahabubnagar,5,2679,2930
TG_Mahabubnagar,6,309,1403
TG_Mahabubnagar,7,715,682
TG_Mahabubnagar,8,670,1023
TG_Mahabubnagar,9,1016,163
TG_Mahabubnagar,10,2483,120
TG_Mahabubnagar,11,8520,212
TG_Mahabubnagar,12,17553,666
TG_Mahabubnagar,13,19326,1222
TG_Mahabubnagar,14,15743,1494
TG_Mahabubnagar,15,11603,1520
TG_Mahabubnagar,16,6088,4416
TG_Mahabubnagar,17,1229,4825
TG_Mahabubnagar,18,-31,0
TG_Mahabubnagar,19,2350,3278
TG_Mahabubnagar,20,1083,857
TG_Mahabubnagar,21,7961,746
TG_Mahabubnagar,22,10169,194
TG_Mahabubnagar,23,12295,1232
TG_Mahabubnagar,24,12709,4681
TG_Mahabubnagar,25,5982,5117
TG_Mahabubnagar,26,6699,6302
TG_Mahabubnagar,27,1639,9266
TG_Mahabubnagar,28,210,6246
TG_Mahabubnagar,29,3180,3352
TG_Mahabubnagar,30,5181,2015
TG_Mancherial,1,735,0
TG_Mancherial,2,1082,0
TG_Mancherial,3,579,0
TG_Mancherial,4,1499,54
TG_Mancherial,5,2005,2144
TG_Mancherial,6,302,983
TG_Mancherial,7,601,455
TG_Mancherial,8,551,1177
TG_Mancherial,9,1163,224
TG_Mancherial,10,1737,110
TG_Mancherial,11,2984,309
TG_Mancherial,12,9864,618
TG_Mancherial,13,16352,989
TG_Mancherial,14,15864,1778
TG_Mancherial,15,21327,1469
TG_Mancherial,16,5570,2990
TG_Mancherial,17,22,1012
TG_Mancherial,18,-8,0
TG_Mancherial,19,1464,1568
TG_Mancherial,20,3497,147
TG_Mancherial,21,17346,68
TG_Mancherial,22,23462,45
TG_Mancherial,23,17389,312
TG_Mancherial,24,17526,3124
TG_Mancherial,25,7675,5242
TG_Mancherial,26,9255,10611
TG_Mancherial,27,2137,11322
TG_Mancherial,28,9068,10656
TG_Mancherial,29,10701,4904
TG_Mancherial,30,9824,2406
TG_Medak,1,364,0
TG_Medak,2,507,0
TG_Medak,3,280,0
TG_Medak,4,785,0
TG_Medak,5,1635,1952
TG_Medak,6,119,337
TG_Medak,7,609,141
TG_Medak,8,773,406
TG_Medak,9,1915,248
TG_Medak,10,4997,157
TG_Medak,11,5542,140
TG_Medak,12,12567,315
TG_Medak,13,20551,611
TG_Medak,14,20541,1267
TG_Medak,15,21385,1507
TG_Medak,16,6538,3050
TG_Medak,17,3988,6038
TG_Medak,18,-50,1
TG_Medak,19,3658,3154
TG_Medak,20,1651,581
TG_Medak,21,7004,503
TG_Medak,22,10648,1062
TG_Medak,23,11294,1517
TG_Medak,24,13719,3084
TG_Medak,25,6169,3154
TG_Medak,26,8148,3815
TG_Medak,27,2497,7468
TG_Medak,28,-222,9416
TG_Medak,29,4918,4478
TG_Medak,30,2961,3150
TG_Medchal Malkajgiri,1,642,0
TG_Medchal Malkajgiri,2,5246,0
TG_Medchal Malkajgiri,3,1459,0
TG_Medchal Malkajgiri,4,3642,200
TG_Medchal Malkajgiri,5,2553,1425
TG_Medchal Malkajgiri,6,1576,3667
TG_Medchal Malkajgiri,7,8665,1530
TG_Medchal Malkajgiri,8,17834,2728
TG_Medchal Malkajgiri,9,21861,1363
TG_Medchal Malkajgiri,10,29701,1688
TG_Medchal Malkajgiri,11,65441,1882
TG_Medchal Malkajgiri,12,57793,4029
TG_Medchal Malkajgiri,13,46848,9055
TG_Medchal Malkajgiri,14,49097,24401
TG_Medchal Malkajgiri,15,45239,19557
TG_Medchal Malkajgiri,16,19520,20950
TG_Medchal Malkajgiri,17,2776,28352
TG_Medchal Malkajgiri,18,-2340,921
TG_Medchal Malkajgiri,19,30133,12898
TG_Medchal Malkajgiri,20,86003,5178
TG_Medchal Malkajgiri,21,162907,5812
TG_Medchal Malkajgiri,22,191838,9244
TG_Medchal Malkajgiri,23,205845,18987
TG_Medchal Malkajgiri,24,183770,34273
TG_Medchal Malkajgiri,25,75387,39710
TG_Medchal Malkajgiri,26,73887,62277
TG_Medchal Malkajgiri,27,29163,59338
TG_Medchal Malkajgiri,28,18187,71432
TG_Medchal Malkajgiri,29,63435,56930
TG_Medchal Malkajgiri,30,70465,36844
TG_Mulugu,1,451,0
TG_Mulugu,2,132,0
TG_Mulugu,3,276,0
TG_Mulugu,4,563,27
TG_Mulugu,5,1045,1155
TG_Mulugu,6,25,195
TG_Mulugu,7,93,176
TG_Mulugu,8,311,345
TG_Mulugu,9,111,169
TG_Mulugu,10,321,55
TG_Mulugu,11,910,125
TG_Mulugu,12,3733,90
TG_Mulugu,13,14102,130
TG_Mulugu,14,16194,152
TG_Mulugu,15,11288,215
TG_Mulugu,16,2436,649
TG_Mulugu,17,767,1350
TG_Mulugu,18,-6,0
TG_Mulugu,19,3449,5506
TG_Mulugu,20,853,1052
TG_Mulugu,21,254,396
TG_Mulugu,22,1656,305
TG_Mulugu,23,6242,1064
TG_Mulugu,24,7980,671
TG_Mulugu,25,4734,0
TG_Mulugu,26,4240,2356
TG_Mulugu,27,1670,4260
TG_Mulugu,28,2193,3871
TG_Mulugu,29,6130,2735
TG_Mulugu,30,3411,2541
TG_Nagarkurnool,1,830,0
TG_Nagarkurnool,2,730,0
TG_Nagarkurnool,3,124,0
TG_Nagarkurnool,4,1180,0
TG_Nagarkurnool,5,1595,2106
TG_Nagarkurnool,6,78,451
TG_Nagarkurnool,7,492,22
TG_Nagarkurnool,8,802,518
TG_Nagarkurnool,9,1435,243
TG_Nagarkurnool,10,3626,102
TG_Nagarkurnool,11,4949,197
TG_Nagarkurnool,12,13726,536
TG_Nagarkurnool,13,20365,743
TG_Nagarkurnool,14,22165,2272
TG_Nagarkurnool,15,13470,1800
TG_Nagarkurnool,16,5730,4444
TG_Nagarkurnool,17,810,3375
TG_Nagarkurnool,18,-3,0
TG_Nagarkurnool,19,1020,728
TG_Nagarkurnool,20,1496,372
TG_Nagarkurnool,21,7410,181
TG_Nagarkurnool,22,5585,130
TG_Nagarkurnool,23,8133,629
TG_Nagarkurnool,24,10223,1244
TG_Nagarkurnool,25,5565,4938
TG_Nagarkurnool,26,7766,8872
TG_Nagarkurnool,27,1871,8470
TG_Nagarkurnool,28,-84,5466
TG_Nagarkurnool,29,684,3568
TG_Nagarkurnool,30,3033,1780
TG_Nalgonda,1,1076,0
TG_Nalgonda,2,1570,0
TG_Nalgonda,3,1301,0
TG_Nalgonda,4,2317,59
TG_Nalgonda,5,2756,3260
TG_Nalgonda,6,410,1003
TG_Nalgonda,7,1395,1133
TG_Nalgonda,8,1268,1193
TG_Nalgonda,9,2379,41
TG_Nalgonda,10,3290,468
TG_Nalgonda,11,6406,764
TG_Nalgonda,12,15008,827
TG_Nalgonda,13,17506,1064
TG_Nalgonda,14,24312,2070
TG_Nalgonda,15,23383,2341
TG_Nalgonda,16,11824,7251
TG_Nalgonda,17,2277,7345
TG_Nalgonda,18,-31,0
TG_Nalgonda,19,5235,1315
TG_Nalgonda,20,4301,397
TG_Nalgonda,21,21608,211
TG_Nalgonda,22,27838,733
TG_Nalgonda,23,36069,1844
TG_Nalgonda,24,34158,3311
TG_Nalgonda,25,11655,4473
TG_Nalgonda,26,14937,6408
TG_Nalgonda,27,6694,15289
TG_Nalgonda,28,15182,9044
TG_Nalgonda,29,27655,6278
TG_Nalgonda,30,14959,2733
TG_Narayanpet,1,521,0
TG_Narayanpet,2,440,0
TG_Narayanpet,3,99,0
TG_Narayanpet,4,459,68
TG_Narayanpet,5,962,1214
TG_Narayanpet,6,38,153
TG_Narayanpet,7,112,52
TG_Narayanpet,8,294,183
TG_Narayanpet,9,711,73
TG_Narayanpet,10,1034,41
TG_Narayanpet,11,1578,42
TG_Narayanpet,12,5345,78
TG_Narayanpet,13,5315,307
TG_Narayanpet,14,4867,604
TG_Narayanpet,15,6187,628
TG_Narayanpet,16,2538,1728
TG_Narayanpet,17,803,1504
TG_Narayanpet,18,-9,0
TG_Narayanpet,19,976,684
TG_Narayanpet,20,861,576
TG_Narayanpet,21,3255,188
TG_Narayanpet,22,2927,56
TG_Narayanpet,23,4402,647
TG_Narayanpet,24,4133,388
TG_Narayanpet,25,2511,993
TG_Narayanpet,26,3491,1896
TG_Narayanpet,27,1656,2079
TG_Narayanpet,28,1974,1518
TG_Narayanpet,29,2861,778
TG_Narayanpet,30,2095,507
TG_Nirmal,1,933,0
TG_Nirmal,2,828,0
TG_Nirmal,3,628,0
TG_Nirmal,4,1041,2
TG_Nirmal,5,1574,1620
TG_Nirmal,6,8,570
TG_Nirmal,7,1128,400
TG_Nirmal,8,558,514
TG_Nirmal,9,1382,271
TG_Nirmal,10,2296,49
TG_Nirmal,11,3105,568
TG_Nirmal,12,19558,577
TG_Nirmal,13,33444,625
TG_Nirmal,14,30960,1306
TG_Nirmal,15,21291,1635
TG_Nirmal,16,3085,5361
TG_Nirmal,17,1174,4137
TG_Nirmal,18,-5,0
TG_Nirmal,19,1928,4355
TG_Nirmal,20,1497,990
TG_Nirmal,21,5696,269
TG_Nirmal,22,4654,243
TG_Nirmal,23,7073,594
TG_Nirmal,24,6948,3129
TG_Nirmal,25,4538,7107
TG_Nirmal,26,5502,6010
TG_Nirmal,27,1460,9947
TG_Nirmal,28,26,16423
TG_Nirmal,29,2384,9323
TG_Nirmal,30,3254,5512
TG_Nizamabad,1,2030,0
TG_Nizamabad,2,3790,0
TG_Nizamabad,3,154,0
TG_Nizamabad,4,3217,33
TG_Nizamabad,5,2462,3603
TG_Nizamabad,6,248,2399
TG_Nizamabad,7,2309,259
TG_Nizamabad,8,2304,1679
TG_Nizamabad,9,4292,908
TG_Nizamabad,10,4708,174
TG_Nizamabad,11,7710,395
TG_Nizamabad,12,26870,633
TG_Nizamabad,13,29532,1304
TG_Nizamabad,14,28512,2758
TG_Nizamabad,15,27195,2797
TG_Nizamabad,16,5248,6812
TG_Nizamabad,17,897,8227
TG_Nizamabad,18,-25,0
TG_Nizamabad,19,3580,2079
TG_Nizamabad,20,2919,375
TG_Nizamabad,21,24782,616
TG_Nizamabad,22,24964,522
TG_Nizamabad,23,28723,1199
TG_Nizamabad,24,29833,7000
TG_Nizamabad,25,7289,10375
TG_Nizamabad,26,5863,13597
TG_Nizamabad,27,1317,21426
TG_Nizamabad,28,2542,16341
TG_Nizamabad,29,5468,8427
TG_Nizamabad,30,20278,4458
TG_Peddapalli,1,289,0
TG_Peddapalli,2,490,0
TG_Peddapalli,3,318,0
TG_Peddapalli,4,1482,56
TG_Peddapalli,5,1554,1679
TG_Peddapalli,6,151,436
TG_Peddapalli,7,527,141
TG_Peddapalli,8,653,819
TG_Peddapalli,9,1192,452
TG_Peddapalli,10,1980,108
TG_Peddapalli,11,4347,351
TG_Peddapalli,12,8367,727
TG_Peddapalli,13,17098,886
TG_Peddapalli,14,30925,1925
TG_Peddapalli,15,24552,1385
TG_Peddapalli,16,6038,4544
TG_Peddapalli,17,201,4966
TG_Peddapalli,18,-3,0
TG_Peddapalli,19,2338,4263
TG_Peddapalli,20,2883,604
TG_Peddapalli,21,30422,148
TG_Peddapalli,22,26299,97
TG_Peddapalli,23,30822,316
TG_Peddapalli,24,29710,1612
TG_Peddapalli,25,5769,1107
TG_Peddapalli,26,10944,4788
TG_Peddapalli,27,4255,11986
TG_Peddapalli,28,11523,13519
TG_Peddapalli,29,13065,11804
TG_Peddapalli,30,15306,7345
TG_Rajanna Sircilla,1,317,0
TG_Rajanna Sircilla,2,513,0
TG_Rajanna Sircilla,3,91,0
TG_Rajanna Sircilla,4,762,5
TG_Rajanna Sircilla,5,1112,1321
TG_Rajanna Sircilla,6,0,177
TG_Rajanna Sircilla,7,56,72
TG_Rajanna Sircilla,8,174,350
TG_Rajanna Sircilla,9,314,124
TG_Rajanna Sircilla,10,1142,15
TG_Rajanna Sircilla,11,2635,-98
TG_Rajanna Sircilla,12,7311,45
TG_Rajanna Sircilla,13,13063,166
TG_Rajanna Sircilla,14,52614,470
TG_Rajanna Sircilla,15,20970,884
TG_Rajanna Sircilla,16,3138,2393
TG_Rajanna Sircilla,17,583,2381
TG_Rajanna Sircilla,18,-4,0
TG_Rajanna Sircilla,19,1567,4388
TG_Rajanna Sircilla,20,882,483
TG_Rajanna Sircilla,21,5235,171
TG_Rajanna Sircilla,22,11935,45
TG_Rajanna Sircilla,23,9758,79
TG_Rajanna Sircilla,24,9067,1595
TG_Rajanna Sircilla,25,2792,1290
TG_Rajanna Sircilla,26,3372,2902
