districtid,weekid,dose1,dose2 
GJ_Ahmedabad,5,7108,4565
GJ_Ahmedabad,6,1937,9922
GJ_Ahmedabad,7,39823,17723
GJ_Ahmedabad,8,45465,12815
GJ_Ahmedabad,9,-79108,-19755
GJ_Ahmedabad,10,63339,2008
GJ_Ahmedabad,11,394013,59420
GJ_Ahmedabad,12,154181,25553
GJ_Ahmedabad,13,85029,37978
GJ_Ahmedabad,14,63042,50850
GJ_Ahmedabad,15,93303,85523
GJ_Ahmedabad,16,99468,62920
GJ_Ahmedabad,17,85800,50624
GJ_Ahmedabad,18,59452,731
GJ_Ahmedabad,19,239413,2208
GJ_Ahmedabad,20,266341,4109
GJ_Ahmedabad,21,220127,30689
GJ_Ahmedabad,22,207869,17073
GJ_Ahmedabad,23,188328,65165
GJ_Ahmedabad,24,128305,60364
GJ_Ahmedabad,25,86042,50126
GJ_Ahmedabad,26,121399,69826
GJ_Ahmedabad,27,136379,78113
GJ_Ahmedabad,28,143539,91465
GJ_Ahmedabad,29,178498,91906
GJ_Ahmedabad,30,171205,55740
GJ_Amreli,1,788,0
GJ_Amreli,2,2723,0
GJ_Amreli,3,5925,0
GJ_Amreli,4,7212,0
GJ_Amreli,5,646,1195
GJ_Amreli,6,113,2164
GJ_Amreli,7,12781,3670
GJ_Amreli,8,18184,6380
GJ_Amreli,9,26735,2282
GJ_Amreli,10,50979,367
GJ_Amreli,11,41655,1743
GJ_Amreli,12,51383,4368
GJ_Amreli,13,15804,10357
GJ_Amreli,14,5200,11250
GJ_Amreli,15,4411,10352
GJ_Amreli,16,4153,11516
GJ_Amreli,17,3293,16827
GJ_Amreli,18,-19,78
GJ_Amreli,19,3435,11395
GJ_Amreli,20,10242,8819
GJ_Amreli,21,19261,5917
GJ_Amreli,22,12661,5798
GJ_Amreli,23,39733,9122
GJ_Amreli,24,22822,10749
GJ_Amreli,25,19598,9766
GJ_Amreli,26,22943,10286
GJ_Amreli,27,41769,11576
GJ_Amreli,28,40166,10597
GJ_Amreli,29,55848,23578
GJ_Amreli,30,73255,21763
GJ_Anand,1,1359,0
GJ_Anand,2,7037,0
GJ_Anand,3,5936,0
GJ_Anand,4,8203,1
GJ_Anand,5,1159,1939
GJ_Anand,6,114,5096
GJ_Anand,7,25707,1970
GJ_Anand,8,21019,5415
GJ_Anand,9,31346,2741
GJ_Anand,10,65528,1077
GJ_Anand,11,53716,4260
GJ_Anand,12,77542,10293
GJ_Anand,13,38823,17351
GJ_Anand,14,22803,19887
GJ_Anand,15,18558,25142
GJ_Anand,16,10053,17060
GJ_Anand,17,10295,20393
GJ_Anand,18,2952,2774
GJ_Anand,19,12613,8612
GJ_Anand,20,22048,6230
GJ_Anand,21,53357,9689
GJ_Anand,22,51818,10449
GJ_Anand,23,68041,14957
GJ_Anand,24,39034,15005
GJ_Anand,25,19862,9177
GJ_Anand,26,31216,13995
GJ_Anand,27,29873,10567
GJ_Anand,28,32422,10309
GJ_Anand,29,53410,18536
GJ_Anand,30,125987,37627
GJ_Aravalli,1,905,0
GJ_Aravalli,2,3837,0
GJ_Aravalli,3,5875,0
GJ_Aravalli,4,4314,0
GJ_Aravalli,5,732,1448
GJ_Aravalli,6,113,2259
GJ_Aravalli,7,23147,5234
GJ_Aravalli,8,16504,3081
GJ_Aravalli,9,22341,636
GJ_Aravalli,10,31822,281
GJ_Aravalli,11,33190,2898
GJ_Aravalli,12,41980,8632
GJ_Aravalli,13,25034,11761
GJ_Aravalli,14,11948,18211
GJ_Aravalli,15,9320,16719
GJ_Aravalli,16,5133,8884
GJ_Aravalli,17,4878,6080
GJ_Aravalli,18,588,2183
GJ_Aravalli,19,2657,9464
GJ_Aravalli,20,8592,9733
GJ_Aravalli,21,22375,7113
GJ_Aravalli,22,22789,6455
GJ_Aravalli,23,31120,4197
GJ_Aravalli,24,12539,4719
GJ_Aravalli,25,12287,4615
GJ_Aravalli,26,14211,6133
GJ_Aravalli,27,21492,7788
GJ_Aravalli,28,19638,6944
GJ_Aravalli,29,31327,11987
GJ_Aravalli,30,46028,13799
GJ_Banaskantha,1,434,0
GJ_Banaskantha,2,5679,0
GJ_Banaskantha,3,6897,0
GJ_Banaskantha,4,22461,1
GJ_Banaskantha,5,1438,585
GJ_Banaskantha,6,807,1799
GJ_Banaskantha,7,24315,4652
GJ_Banaskantha,8,25800,5749
GJ_Banaskantha,9,44470,5007
GJ_Banaskantha,10,79175,2782
GJ_Banaskantha,11,79578,4893
GJ_Banaskantha,12,152288,24534
GJ_Banaskantha,13,75826,11758
GJ_Banaskantha,14,45337,16792
GJ_Banaskantha,15,36339,17339
GJ_Banaskantha,16,13044,14729
GJ_Banaskantha,17,16435,24359
GJ_Banaskantha,18,22965,4574
GJ_Banaskantha,19,21021,21188
GJ_Banaskantha,20,14669,12797
GJ_Banaskantha,21,33247,20154
GJ_Banaskantha,22,31002,9543
GJ_Banaskantha,23,48624,17210
GJ_Banaskantha,24,27244,33478
GJ_Banaskantha,25,8642,22688
GJ_Banaskantha,26,26817,24387
GJ_Banaskantha,27,53090,13166
GJ_Banaskantha,28,54006,20412
GJ_Banaskantha,29,154973,44175
GJ_Banaskantha,30,225180,110447
GJ_Bharuch,1,627,0
GJ_Bharuch,2,3513,0
GJ_Bharuch,3,7306,0
GJ_Bharuch,4,10149,0
GJ_Bharuch,5,1308,1101
GJ_Bharuch,6,130,2228
GJ_Bharuch,7,10399,3042
GJ_Bharuch,8,9920,6365
GJ_Bharuch,9,20445,5466
GJ_Bharuch,10,34688,1120
GJ_Bharuch,11,39575,2040
GJ_Bharuch,12,39414,4395
GJ_Bharuch,13,18390,7587
GJ_Bharuch,14,13313,14016
GJ_Bharuch,15,15394,17693
GJ_Bharuch,16,16641,13385
GJ_Bharuch,17,16956,17799
GJ_Bharuch,18,7905,507
GJ_Bharuch,19,38630,2469
GJ_Bharuch,20,47270,4608
GJ_Bharuch,21,51582,7689
GJ_Bharuch,22,50698,6756
GJ_Bharuch,23,95469,14577
GJ_Bharuch,24,37362,12850
GJ_Bharuch,25,18701,8637
GJ_Bharuch,26,29622,9778
GJ_Bharuch,27,31079,13101
GJ_Bharuch,28,33582,9682
GJ_Bharuch,29,54597,16566
GJ_Bharuch,30,73361,19688
GJ_Bhavnagar,1,542,0
GJ_Bhavnagar,2,2394,0
GJ_Bhavnagar,3,5133,0
GJ_Bhavnagar,4,3217,0
GJ_Bhavnagar,5,514,500
GJ_Bhavnagar,6,604,1897
GJ_Bhavnagar,7,7833,3268
GJ_Bhavnagar,8,6716,2318
GJ_Bhavnagar,9,27895,4823
GJ_Bhavnagar,10,48833,1344
GJ_Bhavnagar,11,-20634,-2516
GJ_Bhavnagar,12,18435,3316
GJ_Bhavnagar,13,5695,4131
GJ_Bhavnagar,14,3878,6244
GJ_Bhavnagar,15,7568,11801
GJ_Bhavnagar,16,14011,16739
GJ_Bhavnagar,17,9999,8165
GJ_Bhavnagar,18,5758,305
GJ_Bhavnagar,19,24945,1245
GJ_Bhavnagar,20,18106,985
GJ_Bhavnagar,21,14943,2713
GJ_Bhavnagar,22,12398,2727
GJ_Bhavnagar,23,17538,8682
GJ_Bhavnagar,24,15990,8715
GJ_Bhavnagar,25,7586,4225
GJ_Bhavnagar,26,13853,5633
GJ_Bhavnagar,27,16263,6712
GJ_Bhavnagar,28,11411,9774
GJ_Bhavnagar,29,17637,9599
GJ_Bhavnagar,30,14141,9365
GJ_Botad,1,443,0
GJ_Botad,2,1233,0
GJ_Botad,3,2085,0
GJ_Botad,4,2758,0
GJ_Botad,5,377,701
GJ_Botad,6,34,886
GJ_Botad,7,1971,1160
GJ_Botad,8,3679,1918
GJ_Botad,9,10084,975
GJ_Botad,10,11775,186
GJ_Botad,11,7606,525
GJ_Botad,12,7863,1375
GJ_Botad,13,2206,1489
GJ_Botad,14,1152,645
GJ_Botad,15,2067,3687
GJ_Botad,16,4559,6157
GJ_Botad,17,3109,5673
GJ_Botad,18,672,1
GJ_Botad,19,4553,719
GJ_Botad,20,6681,2710
GJ_Botad,21,16199,3046
GJ_Botad,22,16658,2702
GJ_Botad,23,27671,2294
GJ_Botad,24,19787,3837
GJ_Botad,25,17179,3208
GJ_Botad,26,16156,1565
GJ_Botad,27,30672,2178
GJ_Botad,28,28705,5706
GJ_Botad,29,28587,4667
GJ_Botad,30,22850,3951
GJ_Chhota Udaipur,1,398,0
GJ_Chhota Udaipur,2,2897,0
GJ_Chhota Udaipur,3,2124,0
GJ_Chhota Udaipur,4,10056,0
GJ_Chhota Udaipur,5,208,448
GJ_Chhota Udaipur,6,9,1261
GJ_Chhota Udaipur,7,1799,1936
GJ_Chhota Udaipur,8,2303,1133
GJ_Chhota Udaipur,9,10510,4637
GJ_Chhota Udaipur,10,38730,351
GJ_Chhota Udaipur,11,24497,945
GJ_Chhota Udaipur,12,35344,1364
GJ_Chhota Udaipur,13,17428,949
GJ_Chhota Udaipur,14,12583,5709
GJ_Chhota Udaipur,15,5234,8460
GJ_Chhota Udaipur,16,890,3599
GJ_Chhota Udaipur,17,1249,5116
GJ_Chhota Udaipur,18,949,713
GJ_Chhota Udaipur,19,3611,15921
GJ_Chhota Udaipur,20,8760,11578
GJ_Chhota Udaipur,21,9461,11623
GJ_Chhota Udaipur,22,9777,8295
GJ_Chhota Udaipur,23,29574,11818
GJ_Chhota Udaipur,24,39832,7154
GJ_Chhota Udaipur,25,17139,1037
GJ_Chhota Udaipur,26,25018,788
GJ_Chhota Udaipur,27,40530,3397
GJ_Chhota Udaipur,28,22336,10122
GJ_Chhota Udaipur,29,23250,15221
GJ_Chhota Udaipur,30,35419,20158
GJ_Dahod,1,1962,0
GJ_Dahod,2,8071,0
GJ_Dahod,3,8635,0
GJ_Dahod,4,8350,0
GJ_Dahod,5,1470,3474
GJ_Dahod,6,6,5087
GJ_Dahod,7,42338,7388
GJ_Dahod,8,41578,6052
GJ_Dahod,9,42634,1753
GJ_Dahod,10,10405,220
GJ_Dahod,11,23154,7379
GJ_Dahod,12,48753,12092
GJ_Dahod,13,28451,13011
GJ_Dahod,14,19857,11817
GJ_Dahod,15,20095,11790
GJ_Dahod,16,17953,21589
GJ_Dahod,17,16199,26967
GJ_Dahod,18,1249,1946
GJ_Dahod,19,9486,12271
GJ_Dahod,20,12127,15666
GJ_Dahod,21,26588,16552
GJ_Dahod,22,33612,12223
GJ_Dahod,23,38390,10755
GJ_Dahod,24,20723,18811
GJ_Dahod,25,7552,9501
GJ_Dahod,26,18543,14424
GJ_Dahod,27,30158,35220
GJ_Dahod,28,24482,19885
GJ_Dahod,29,60025,31485
GJ_Dahod,30,110897,27819
GJ_Dang,1,388,0
GJ_Dang,2,840,0
GJ_Dang,3,785,0
GJ_Dang,4,2055,0
GJ_Dang,5,536,828
GJ_Dang,6,5,592
GJ_Dang,7,963,683
GJ_Dang,8,695,1489
GJ_Dang,9,4041,450
GJ_Dang,10,7398,112
GJ_Dang,11,4299,246
GJ_Dang,12,7296,510
GJ_Dang,13,2476,418
GJ_Dang,14,1335,1425
GJ_Dang,15,734,842
GJ_Dang,16,777,1132
GJ_Dang,17,594,731
GJ_Dang,18,92,0
GJ_Dang,19,357,9
GJ_Dang,20,1284,45
GJ_Dang,21,3607,119
GJ_Dang,22,2374,308
GJ_Dang,23,3637,946
GJ_Dang,24,3523,1036
GJ_Dang,25,2721,971
GJ_Dang,26,3997,1128
GJ_Dang,27,2264,841
GJ_Dang,28,2306,685
GJ_Dang,29,3863,1068
GJ_Dang,30,4470,1232
GJ_Devbhumi Dwarka,1,201,0
GJ_Devbhumi Dwarka,2,1943,0
GJ_Devbhumi Dwarka,3,2668,0
GJ_Devbhumi Dwarka,4,6302,0
GJ_Devbhumi Dwarka,5,668,494
GJ_Devbhumi Dwarka,6,30,1044
GJ_Devbhumi Dwarka,7,4090,2236
GJ_Devbhumi Dwarka,8,9370,2916
GJ_Devbhumi Dwarka,9,16234,1597
GJ_Devbhumi Dwarka,10,17162,743
GJ_Devbhumi Dwarka,11,11750,235
GJ_Devbhumi Dwarka,12,17821,2184
GJ_Devbhumi Dwarka,13,8065,4640
GJ_Devbhumi Dwarka,14,6730,7262
GJ_Devbhumi Dwarka,15,7672,8073
GJ_Devbhumi Dwarka,16,5730,8845
GJ_Devbhumi Dwarka,17,3522,9825
GJ_Devbhumi Dwarka,18,763,1433
GJ_Devbhumi Dwarka,19,2916,6998
GJ_Devbhumi Dwarka,20,7479,4288
GJ_Devbhumi Dwarka,21,26137,3349
GJ_Devbhumi Dwarka,22,26100,2681
GJ_Devbhumi Dwarka,23,50715,4316
GJ_Devbhumi Dwarka,24,21970,5473
GJ_Devbhumi Dwarka,25,5835,6715
GJ_Devbhumi Dwarka,26,12985,8855
GJ_Devbhumi Dwarka,27,22590,11847
GJ_Devbhumi Dwarka,28,23507,10791
GJ_Devbhumi Dwarka,29,45108,11034
GJ_Devbhumi Dwarka,30,41584,9093
GJ_Gandhinagar,1,233,0
GJ_Gandhinagar,2,651,0
GJ_Gandhinagar,3,1085,0
GJ_Gandhinagar,4,1716,0
GJ_Gandhinagar,5,422,123
GJ_Gandhinagar,6,119,475
GJ_Gandhinagar,7,7158,2310
GJ_Gandhinagar,8,4945,1704
GJ_Gandhinagar,9,43196,10456
GJ_Gandhinagar,10,37965,645
GJ_Gandhinagar,11,-60339,-7023
GJ_Gandhinagar,12,6540,2553
GJ_Gandhinagar,13,2164,2309
GJ_Gandhinagar,14,2004,2770
GJ_Gandhinagar,15,6188,4690
GJ_Gandhinagar,16,15349,8271
GJ_Gandhinagar,17,14057,6607
GJ_Gandhinagar,18,7525,224
GJ_Gandhinagar,19,31466,293
GJ_Gandhinagar,20,34403,602
GJ_Gandhinagar,21,26098,5537
GJ_Gandhinagar,22,22902,4663
GJ_Gandhinagar,23,21858,7967
GJ_Gandhinagar,24,12227,7501
GJ_Gandhinagar,25,8805,4517
GJ_Gandhinagar,26,20787,5319
GJ_Gandhinagar,27,11737,5938
GJ_Gandhinagar,28,11980,10180
GJ_Gandhinagar,29,17650,8315
GJ_Gandhinagar,30,9710,4548
GJ_Gir Somnath,1,588,0
GJ_Gir Somnath,2,1080,0
GJ_Gir Somnath,3,4085,0
GJ_Gir Somnath,4,5936,0
GJ_Gir Somnath,5,1407,764
GJ_Gir Somnath,6,145,1140
GJ_Gir Somnath,7,7242,2171
GJ_Gir Somnath,8,10281,4224
GJ_Gir Somnath,9,10410,2950
GJ_Gir Somnath,10,14369,521
GJ_Gir Somnath,11,11863,1204
GJ_Gir Somnath,12,34813,2830
GJ_Gir Somnath,13,32344,5471
GJ_Gir Somnath,14,13875,6238
GJ_Gir Somnath,15,14835,6707
GJ_Gir Somnath,16,7933,8204
GJ_Gir Somnath,17,10801,9620
GJ_Gir Somnath,18,1045,1350
GJ_Gir Somnath,19,6140,3398
GJ_Gir Somnath,20,14882,9344
GJ_Gir Somnath,21,29028,3462
GJ_Gir Somnath,22,26759,1187
GJ_Gir Somnath,23,38310,4171
GJ_Gir Somnath,24,23607,3857
GJ_Gir Somnath,25,16862,5028
GJ_Gir Somnath,26,28066,7516
GJ_Gir Somnath,27,28503,11433
GJ_Gir Somnath,28,36460,9389
GJ_Gir Somnath,29,54964,12116
GJ_Gir Somnath,30,52374,21316
GJ_Jamnagar,1,955,0
GJ_Jamnagar,2,1328,0
GJ_Jamnagar,3,2813,0
GJ_Jamnagar,4,2150,0
GJ_Jamnagar,5,595,823
GJ_Jamnagar,6,63,1500
GJ_Jamnagar,7,4999,1112
GJ_Jamnagar,8,5790,1313
GJ_Jamnagar,9,30356,4133
GJ_Jamnagar,10,31687,525
GJ_Jamnagar,11,-30134,-1073
GJ_Jamnagar,12,25108,3525
GJ_Jamnagar,13,8362,4446
GJ_Jamnagar,14,5479,6154
GJ_Jamnagar,15,9230,7476
GJ_Jamnagar,16,14800,9867
GJ_Jamnagar,17,13605,7094
GJ_Jamnagar,18,8784,413
GJ_Jamnagar,19,39387,239
GJ_Jamnagar,20,33985,442
GJ_Jamnagar,21,23771,3018
GJ_Jamnagar,22,17252,2479
GJ_Jamnagar,23,12885,6995
GJ_Jamnagar,24,10739,5807
GJ_Jamnagar,25,6209,4360
GJ_Jamnagar,26,9546,6336
GJ_Jamnagar,27,10467,7094
GJ_Jamnagar,28,8493,9246
GJ_Jamnagar,29,11114,11712
GJ_Jamnagar,30,19515,9609
GJ_Junagadh,1,166,0
GJ_Junagadh,2,1432,0
GJ_Junagadh,3,503,0
GJ_Junagadh,4,1847,0
GJ_Junagadh,5,229,307
GJ_Junagadh,6,3,1183
GJ_Junagadh,7,4954,768
GJ_Junagadh,8,3404,647
GJ_Junagadh,9,40128,7422
GJ_Junagadh,10,34534,366
GJ_Junagadh,11,-52499,-3942
GJ_Junagadh,12,11798,2733
GJ_Junagadh,13,5136,2259
GJ_Junagadh,14,2157,2734
GJ_Junagadh,15,3425,4345
GJ_Junagadh,16,3831,5009
GJ_Junagadh,17,2716,4649
GJ_Junagadh,18,485,9
GJ_Junagadh,19,1804,79
GJ_Junagadh,20,5171,640
GJ_Junagadh,21,15551,1181
GJ_Junagadh,22,13268,1148
GJ_Junagadh,23,12971,4684
GJ_Junagadh,24,9789,5928
GJ_Junagadh,25,5875,4359
GJ_Junagadh,26,9963,4289
GJ_Junagadh,27,8887,3821
GJ_Junagadh,28,12578,4727
GJ_Junagadh,29,12094,4779
GJ_Junagadh,30,14563,4780
GJ_Kheda,1,1329,0
GJ_Kheda,2,6253,0
GJ_Kheda,3,7713,0
GJ_Kheda,4,9995,0
GJ_Kheda,5,965,1854
GJ_Kheda,6,231,4848
GJ_Kheda,7,16739,5509
GJ_Kheda,8,14949,6520
GJ_Kheda,9,27043,978
GJ_Kheda,10,48469,647
GJ_Kheda,11,56913,5067
GJ_Kheda,12,63847,6770
GJ_Kheda,13,33139,9897
GJ_Kheda,14,16576,13331
GJ_Kheda,15,13539,15952
GJ_Kheda,16,11296,21003
GJ_Kheda,17,12501,21649
GJ_Kheda,18,5984,6591
GJ_Kheda,19,20408,10886
GJ_Kheda,20,27414,10643
GJ_Kheda,21,49176,9036
GJ_Kheda,22,45812,9123
GJ_Kheda,23,61809,12691
GJ_Kheda,24,41846,10028
GJ_Kheda,25,24636,6114
GJ_Kheda,26,40899,10005
GJ_Kheda,27,33005,9232
GJ_Kheda,28,39725,8036
GJ_Kheda,29,62053,15026
GJ_Kheda,30,94987,36048
GJ_Kutch,1,3032,0
GJ_Kutch,2,5094,0
GJ_Kutch,3,12799,0
GJ_Kutch,4,7618,0
GJ_Kutch,5,1321,2858
GJ_Kutch,6,577,3603
GJ_Kutch,7,27418,6962
GJ_Kutch,8,25282,8168
GJ_Kutch,9,28314,2397
GJ_Kutch,10,35776,1036
GJ_Kutch,11,28715,5836
GJ_Kutch,12,47811,14496
GJ_Kutch,13,23783,13914
GJ_Kutch,14,14781,16546
GJ_Kutch,15,17006,17577
GJ_Kutch,16,14446,11081
GJ_Kutch,17,14123,12291
GJ_Kutch,18,7388,356
GJ_Kutch,19,34046,1311
GJ_Kutch,20,41271,4053
GJ_Kutch,21,38816,7413
GJ_Kutch,22,43175,4912
GJ_Kutch,23,93282,14180
GJ_Kutch,24,42245,14438
GJ_Kutch,25,19504,9759
GJ_Kutch,26,40514,14321
GJ_Kutch,27,48749,18174
GJ_Kutch,28,48473,17931
GJ_Kutch,29,79862,25918
GJ_Kutch,30,94401,16203
GJ_Mahisagar,1,300,0
GJ_Mahisagar,2,3083,0
GJ_Mahisagar,3,4447,0
GJ_Mahisagar,4,7164,0
GJ_Mahisagar,5,520,986
GJ_Mahisagar,6,47,1868
GJ_Mahisagar,7,11434,2009
GJ_Mahisagar,8,10330,4135
GJ_Mahisagar,9,17846,717
GJ_Mahisagar,10,38771,1298
GJ_Mahisagar,11,34353,4115
GJ_Mahisagar,12,63341,9813
GJ_Mahisagar,13,23888,8366
GJ_Mahisagar,14,17858,11941
GJ_Mahisagar,15,8969,10049
GJ_Mahisagar,16,7568,8904
GJ_Mahisagar,17,5759,11760
GJ_Mahisagar,18,509,3595
GJ_Mahisagar,19,1266,11646
GJ_Mahisagar,20,7090,8658
GJ_Mahisagar,21,19431,6717
GJ_Mahisagar,22,24528,6999
GJ_Mahisagar,23,42913,1112
GJ_Mahisagar,24,16478,3068
GJ_Mahisagar,25,6141,4899
GJ_Mahisagar,26,8363,8305
GJ_Mahisagar,27,10565,13051
GJ_Mahisagar,28,7294,13231
GJ_Mahisagar,29,16674,27965
GJ_Mahisagar,30,24657,36417
GJ_Mehsana,1,1205,0
GJ_Mehsana,2,5095,0
GJ_Mehsana,3,8925,0
GJ_Mehsana,4,7845,0
GJ_Mehsana,5,2080,1504
GJ_Mehsana,6,1069,2528
GJ_Mehsana,7,26167,6312
GJ_Mehsana,8,15874,5661
GJ_Mehsana,9,23865,2836
GJ_Mehsana,10,73356,1242
GJ_Mehsana,11,51980,6564
GJ_Mehsana,12,66818,12849
GJ_Mehsana,13,32388,14010
GJ_Mehsana,14,17369,22379
GJ_Mehsana,15,24063,26266
GJ_Mehsana,16,23171,22141
GJ_Mehsana,17,20313,24367
GJ_Mehsana,18,10031,4291
GJ_Mehsana,19,53022,1368
GJ_Mehsana,20,54052,3103
GJ_Mehsana,21,49854,5304
GJ_Mehsana,22,54567,7922
GJ_Mehsana,23,89293,21761
GJ_Mehsana,24,43188,24062
GJ_Mehsana,25,18606,18523
GJ_Mehsana,26,30034,24425
GJ_Mehsana,27,26308,23467
GJ_Mehsana,28,33830,16738
GJ_Mehsana,29,44945,31360
GJ_Mehsana,30,60875,25902
GJ_Morbi,1,332,0
GJ_Morbi,2,1247,0
GJ_Morbi,3,2599,0
GJ_Morbi,4,3742,0
GJ_Morbi,5,763,666
GJ_Morbi,6,48,906
GJ_Morbi,7,6224,1567
GJ_Morbi,8,5550,1505
GJ_Morbi,9,6383,917
GJ_Morbi,10,28837,325
GJ_Morbi,11,20179,1573
GJ_Morbi,12,17085,2614
GJ_Morbi,13,4418,2486
GJ_Morbi,14,2638,4129
GJ_Morbi,15,6053,10017
GJ_Morbi,16,6895,9586
GJ_Morbi,17,6955,12120
GJ_Morbi,18,1966,117
GJ_Morbi,19,4802,2635
GJ_Morbi,20,10749,2291
GJ_Morbi,21,23952,4079
GJ_Morbi,22,23666,3397
GJ_Morbi,23,34891,4134
GJ_Morbi,24,29940,6035
GJ_Morbi,25,12143,2672
GJ_Morbi,26,20401,4190
GJ_Morbi,27,29694,5485
GJ_Morbi,28,28876,7430
GJ_Morbi,29,40884,6133
GJ_Morbi,30,50896,6379
GJ_Narmada,1,71,0
GJ_Narmada,2,1144,0
GJ_Narmada,3,3942,0
GJ_Narmada,4,3779,0
GJ_Narmada,5,896,241
GJ_Narmada,6,1038,807
GJ_Narmada,7,1865,2129
GJ_Narmada,8,2179,3450
GJ_Narmada,9,8021,1592
GJ_Narmada,10,21845,794
GJ_Narmada,11,16974,680
GJ_Narmada,12,27649,850
GJ_Narmada,13,20717,1724
GJ_Narmada,14,11685,5892
GJ_Narmada,15,6010,5223
GJ_Narmada,16,3755,5845
GJ_Narmada,17,3534,7975
GJ_Narmada,18,778,5257
GJ_Narmada,19,2033,4619
GJ_Narmada,20,3617,5047
GJ_Narmada,21,10405,3386
GJ_Narmada,22,11739,3875
GJ_Narmada,23,18421,3578
GJ_Narmada,24,20383,2017
GJ_Narmada,25,8691,1052
GJ_Narmada,26,11619,1967
GJ_Narmada,27,16248,4655
GJ_Narmada,28,10063,4883
GJ_Narmada,29,21051,17020
GJ_Narmada,30,22955,23528
GJ_Navsari,1,644,0
GJ_Navsari,2,4516,0
GJ_Navsari,3,6969,0
GJ_Navsari,4,4062,0
GJ_Navsari,5,750,1625
GJ_Navsari,6,38,3955
GJ_Navsari,7,14513,5711
GJ_Navsari,8,10334,4327
GJ_Navsari,9,18110,364
GJ_Navsari,10,50992,89
GJ_Navsari,11,49275,3452
GJ_Navsari,12,40446,6781
GJ_Navsari,13,29282,10075
GJ_Navsari,14,19825,20947
GJ_Navsari,15,13221,21059
GJ_Navsari,16,8031,14382
GJ_Navsari,17,4768,19391
GJ_Navsari,18,1784,4069
GJ_Navsari,19,8393,5877
GJ_Navsari,20,11126,6697
GJ_Navsari,21,33513,3681
GJ_Navsari,22,38027,2066
GJ_Navsari,23,64593,11141
GJ_Navsari,24,28001,9755
GJ_Navsari,25,13962,7032
GJ_Navsari,26,18955,11780
GJ_Navsari,27,22359,15540
GJ_Navsari,28,24613,8947
GJ_Navsari,29,34716,16877
GJ_Navsari,30,59842,13725
GJ_Panchmahal,1,1393,0
GJ_Panchmahal,2,4967,0
GJ_Panchmahal,3,4773,0
GJ_Panchmahal,4,10095,0
GJ_Panchmahal,5,1264,2108
GJ_Panchmahal,6,374,3038
GJ_Panchmahal,7,19210,3161
GJ_Panchmahal,8,11694,6607
GJ_Panchmahal,9,22985,1625
GJ_Panchmahal,10,48088,673
GJ_Panchmahal,11,30945,6674
GJ_Panchmahal,12,54002,6130
GJ_Panchmahal,13,32166,6532
GJ_Panchmahal,14,23145,16649
GJ_Panchmahal,15,16391,20247
GJ_Panchmahal,16,7731,25748
GJ_Panchmahal,17,7267,16801
GJ_Panchmahal,18,1919,5095
GJ_Panchmahal,19,12396,6801
GJ_Panchmahal,20,11897,10799
GJ_Panchmahal,21,28291,4375
GJ_Panchmahal,22,35881,1907
GJ_Panchmahal,23,44925,7714
GJ_Panchmahal,24,21221,5253
GJ_Panchmahal,25,16920,2351
GJ_Panchmahal,26,24626,4700
GJ_Panchmahal,27,33948,7770
GJ_Panchmahal,28,31983,6436
GJ_Panchmahal,29,50693,16757
GJ_Panchmahal,30,68252,27052
GJ_Patan,1,445,0
GJ_Patan,2,3599,0
GJ_Patan,3,5664,0
GJ_Patan,4,6811,0
GJ_Patan,5,566,718
GJ_Patan,6,7,1709
GJ_Patan,7,12992,4231
GJ_Patan,8,8660,5902
GJ_Patan,9,13566,1310
GJ_Patan,10,35760,373
GJ_Patan,11,26014,1395
GJ_Patan,12,23657,4852
GJ_Patan,13,12682,3816
GJ_Patan,14,10006,7306
GJ_Patan,15,12935,8615
GJ_Patan,16,11324,15821
GJ_Patan,17,8422,12836
GJ_Patan,18,5537,596
GJ_Patan,19,12992,2598
GJ_Patan,20,17951,4192
GJ_Patan,21,36636,5077
GJ_Patan,22,30483,6253
GJ_Patan,23,46175,6208
GJ_Patan,24,31055,10634
GJ_Patan,25,21917,9444
GJ_Patan,26,25097,12790
GJ_Patan,27,24624,11771
GJ_Patan,28,34145,11527
GJ_Patan,29,37560,14567
GJ_Patan,30,52714,18247
GJ_Porbandar,1,635,0
GJ_Porbandar,2,1716,0
GJ_Porbandar,3,3260,0
GJ_Porbandar,4,2074,0
GJ_Porbandar,5,578,1169
GJ_Porbandar,6,58,1327
GJ_Porbandar,7,11199,2832
GJ_Porbandar,8,14555,1839
GJ_Porbandar,9,12272,309
GJ_Porbandar,10,14063,168
GJ_Porbandar,11,27333,3124
GJ_Porbandar,12,34905,7868
GJ_Porbandar,13,12925,10505
GJ_Porbandar,14,3959,7983
GJ_Porbandar,15,3231,8150
GJ_Porbandar,16,4202,20591
GJ_Porbandar,17,2371,9255
GJ_Porbandar,18,520,702
GJ_Porbandar,19,1167,1438
GJ_Porbandar,20,4558,1574
GJ_Porbandar,21,14305,763
GJ_Porbandar,22,16175,930
GJ_Porbandar,23,35551,2514
GJ_Porbandar,24,11488,3670
GJ_Porbandar,25,2946,3777
GJ_Porbandar,26,5020,5536
GJ_Porbandar,27,9789,10399
GJ_Porbandar,28,14168,5409
GJ_Porbandar,29,20584,10815
GJ_Porbandar,30,34623,6473
GJ_Rajkot,1,1483,0
GJ_Rajkot,2,5458,0
GJ_Rajkot,3,4596,0
GJ_Rajkot,4,4317,0
